#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
702	NM_001278501	chr1	-	15367556	15370707	15367577	15370361	3	15367556,15370263,15370693,	15367860,15370398,15370707,	0	C1orf195	cmpl	cmpl	2,0,-1,
702	NM_001278502	chr1	-	15363278	15370707	15363426	15370361	3	15363278,15370263,15370693,	15363544,15370398,15370707,	0	C1orf195	cmpl	cmpl	2,0,-1,
702	NR_135082	chr1	+	15352793	15419563	15419563	15419563	3	15352793,15413977,15418408,	15353037,15414326,15419563,	0	TMEM51	unk	unk	-1,-1,-1,
702	NM_001319665	chr1	+	15352793	15419563	15414170	15418476	4	15352793,15409572,15413977,15418412,	15353037,15409645,15414514,15419563,	0	TMEM51	cmpl	cmpl	-1,-1,0,2,
703	NR_148918	chr1	-	15525762	15542966	15542966	15542966	2	15525762,15542858,	15528766,15542966,	0	LOC101927417	unk	unk	-1,-1,
703	NR_148919	chr1	-	15525762	15542966	15542966	15542966	2	15525762,15542858,	15528763,15542966,	0	LOC101927417	unk	unk	-1,-1,
704	NM_015849	chr1	+	15675182	15690482	15675207	15690394	8	15675182,15675538,15680179,15681346,15682345,15684982,15686366,15690376,	15675247,15675627,15680277,15681475,15682482,15685128,15686519,15690482,	0	CELA2B	cmpl	cmpl	0,1,0,2,2,1,0,0,
704	NM_033440	chr1	+	15655809	15671173	15655835	15671089	8	15655809,15656167,15660642,15661814,15662467,15665080,15666467,15671071,	15655875,15656256,15660740,15661943,15662604,15665226,15666620,15671173,	0	CELA2A	cmpl	cmpl	0,1,0,2,2,1,0,0,
704	NM_001278054	chr1	-	15690482	15723527	15692024	15723282	5	15690482,15692973,15694354,15717191,15723150,	15692117,15693083,15694534,15717477,15723527,	0	CASP9	cmpl	cmpl	0,1,1,0,0,
704	NM_024329	chr1	+	15608977	15629426	15609054	15627807	4	15608977,15624953,15626232,15627675,	15609362,15625101,15626367,15629426,	0	EFHD2	cmpl	cmpl	0,2,0,0,
704	NM_007272	chr1	+	15637524	15645740	15637547	15645671	8	15637524,15639382,15639575,15641529,15642500,15643687,15644678,15645656,	15637587,15639474,15639673,15641655,15642637,15643833,15644831,15645740,	0	CTRC	cmpl	cmpl	0,1,0,2,2,1,0,0,
704	NR_102733	chr1	-	15690482	15723527	15723527	15723527	9	15690482,15692973,15694354,15703692,15705071,15705980,15706954,15717331,15723150,	15692117,15693083,15694534,15703840,15705161,15706157,15706989,15717477,15723527,	0	CASP9	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,
704	NR_102732	chr1	-	15690482	15723527	15723527	15723527	9	15690482,15692973,15694354,15703692,15705071,15705980,15706954,15717191,15723150,	15692117,15693083,15694534,15703840,15705161,15706215,15706989,15717477,15723527,	0	CASP9	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,
704	NM_032996	chr1	-	15690482	15723872	15692024	15717360	9	15690482,15692973,15694354,15703692,15705071,15705980,15706954,15717191,15723664,	15692117,15693083,15694534,15703840,15705161,15706157,15706989,15717477,15723872,	0	CASP9	cmpl	cmpl	0,1,1,0,0,0,1,0,-1,
704	NM_001229	chr1	-	15690482	15723527	15692024	15723282	9	15690482,15692973,15694354,15703692,15705071,15705980,15706954,15717191,15723150,	15692117,15693083,15694534,15703840,15705161,15706157,15706989,15717477,15723527,	0	CASP9	cmpl	cmpl	0,1,1,0,0,0,1,0,0,
705	NM_024758	chr1	-	15770780	15784192	15772732	15784049	7	15770780,15773838,15776766,15777940,15779175,15782274,15783777,	15772806,15773923,15776946,15778136,15779224,15782477,15784192,	0	AGMAT	cmpl	cmpl	1,0,0,2,1,2,0,
705	NR_135613	chr1	+	15741247	15741386	15741386	15741386	1	15741247,	15741386,	0	SCARNA21B	unk	unk	-1,
706	NM_207348	chr1	+	15935395	15940474	15935567	15938488	5	15935395,15937010,15937174,15937675,15938305,	15935945,15937076,15937327,15937810,15940474,	0	SLC25A34	cmpl	cmpl	0,0,0,0,0,
706	NM_001024216	chr1	+	15957841	15985676	15964065	15983743	7	15957841,15963577,15964045,15969490,15973699,15976251,15983629,	15957930,15963767,15964315,15969660,15973878,15976369,15985676,	0	FBLIM1	cmpl	cmpl	-1,-1,0,1,0,2,0,
706	NM_017556	chr1	+	15957841	15985676	15964065	15983743	9	15957841,15963577,15964045,15966457,15967609,15969490,15973699,15976251,15983629,	15957930,15963767,15964315,15966645,15967712,15969660,15973878,15976369,15985676,	0	FBLIM1	cmpl	cmpl	-1,-1,0,1,0,1,0,2,0,
706	NR_149050	chr1	-	15939132	15948972	15948972	15948972	2	15939132,15948511,	15939304,15948972,	0	SLC25A34-AS1	unk	unk	-1,-1,
706	NM_001024215	chr1	+	15963580	15974302	15964065	15974113	6	15963580,15964045,15966457,15967609,15969490,15973699,	15963767,15964315,15966645,15967712,15969660,15974302,	0	FBLIM1	cmpl	cmpl	-1,0,1,0,1,0,
706	NM_015164	chr1	+	15883384	15933851	15883640	15933016	20	15883384,15915318,15915788,15916974,15917619,15918815,15920410,15924398,15926095,15927160,15927348,15927750,15928183,15928878,15929613,15930273,15930970,15931431,15931693,15932878,	15883700,15915425,15915898,15917074,15917707,15919002,15920470,15924627,15926914,15927230,15927439,15927815,15928272,15929011,15929804,15930339,15931130,15931611,15931810,15933851,	0	PLEKHM2	cmpl	cmpl	0,0,2,1,2,0,1,1,2,2,0,1,0,2,0,2,2,0,0,0,
706	NM_001013641	chr1	+	15941573	15946879	15941641	15946714	6	15941573,15941916,15942101,15943241,15945948,15946627,	15941729,15941989,15942276,15943662,15946136,15946879,	0	TMEM82	cmpl	cmpl	0,1,2,0,1,0,
706	NM_001350151	chr1	+	15955740	15985676	15964065	15983743	10	15955740,15957255,15963574,15964045,15966457,15967609,15969490,15973699,15976251,15983629,	15955814,15957411,15963767,15964315,15966645,15967712,15969660,15973878,15976369,15985676,	0	FBLIM1	cmpl	cmpl	-1,-1,-1,0,1,0,1,0,2,0,
707	NM_001089591	chr1	-	16006243	16006781	16006455	16006731	1	16006243,	16006781,	0	UQCRHL	cmpl	cmpl	0,
707	NR_024279	chr1	-	16033296	16047229	16047229	16047229	2	16033296,16047189,	16035988,16047229,	0	FLJ37453	unk	unk	-1,-1,
707	NR_039973	chr1	+	16070230	16104549	16104549	16104549	2	16070230,16104520,	16070268,16104549,	0	MIR5096	unk	unk	-1,-1,
708	NM_001287604	chr1	-	16140950	16175214	16141050	16146182	16	16140950,16141412,16141610,16142145,16142480,16142680,16142889,16143381,16143778,16144018,16144796,16145235,16146016,16147376,16172120,16175064,	16141334,16141502,16141820,16142276,16142601,16142797,16142977,16143682,16143921,16144284,16144922,16145376,16146205,16147579,16172207,16175214,	0	ZBTB17	cmpl	cmpl	1,1,1,2,1,1,0,2,0,1,1,1,0,-1,-1,-1,
708	NM_014424	chr1	-	16213109	16217872	16214661	16217045	3	16213109,16216155,16216846,	16214841,16216289,16217872,	0	HSPB7	cmpl	cmpl	0,1,0,
708	NM_004070	chr1	+	16221072	16233132	16221701	16232740	20	16221072,16221694,16222881,16223844,16225189,16225617,16225778,16226391,16226902,16227099,16227842,16228207,16228812,16229046,16229542,16230791,16231284,16231524,16232251,16232692,	16221145,16221801,16223010,16223973,16225329,16225695,16225857,16226517,16226987,16227201,16227927,16228381,16228882,16229157,16229756,16230925,16231373,16231608,16232338,16233132,	0	CLCNKA	cmpl	cmpl	-1,0,1,1,1,0,0,1,1,2,2,0,0,1,1,2,1,0,0,0,
708	NM_003443	chr1	-	16140950	16175214	16141050	16147577	16	16140950,16141412,16141610,16142145,16142480,16142680,16142889,16143381,16143778,16144018,16144796,16145235,16146016,16147372,16172120,16175064,	16141334,16141502,16141820,16142276,16142601,16142797,16142977,16143682,16143921,16144284,16144922,16145376,16146205,16147579,16172207,16175214,	0	ZBTB17	cmpl	cmpl	1,1,1,2,1,1,0,2,0,1,1,1,1,0,-1,-1,
708	NM_001287603	chr1	-	16140950	16175214	16141050	16147577	16	16140950,16141412,16141610,16142145,16142480,16142680,16142889,16143381,16143778,16144018,16144796,16145235,16146016,16147372,16172120,16175064,	16141334,16141523,16141820,16142276,16142601,16142797,16142977,16143682,16143921,16144284,16144922,16145376,16146205,16147579,16172207,16175214,	0	ZBTB17	cmpl	cmpl	1,1,1,2,1,1,0,2,0,1,1,1,1,0,-1,-1,
708	NM_001242884	chr1	-	16140950	16175214	16141050	16146142	15	16140950,16141412,16141610,16142145,16142480,16142680,16142889,16143381,16143778,16144018,16144796,16145235,16146016,16172120,16175064,	16141334,16141502,16141820,16142276,16142601,16142797,16142977,16143682,16143921,16144284,16144922,16145398,16146205,16172207,16175214,	0	ZBTB17	cmpl	cmpl	1,1,1,2,1,1,0,2,0,1,1,0,0,-1,-1,
708	NM_178840	chr1	+	16203317	16205777	16203385	16205428	2	16203317,16205000,	16203467,16205777,	0	SRARP	cmpl	cmpl	0,1,
708	NM_001042704	chr1	+	16221072	16233132	16221701	16232740	20	16221072,16221694,16222881,16223844,16225189,16225617,16225778,16226391,16226902,16227099,16227842,16228207,16228812,16229046,16229542,16230791,16231284,16231527,16232251,16232692,	16221145,16221801,16223010,16223973,16225329,16225695,16225857,16226517,16226987,16227201,16227927,16228381,16228882,16229157,16229756,16230925,16231373,16231608,16232338,16233132,	0	CLCNKA	cmpl	cmpl	-1,0,1,1,1,0,0,1,1,2,2,0,0,1,1,2,1,0,0,0,
708	NM_001349689	chr1	-	16213109	16217872	16214661	16217045	3	16213109,16216155,16216846,	16214841,16216304,16217872,	0	HSPB7	cmpl	cmpl	0,1,0,
708	NM_001349688	chr1	-	16213109	16217872	16214661	16217045	3	16213109,16216170,16216846,	16214841,16216301,16217872,	0	HSPB7	cmpl	cmpl	0,1,0,
708	NM_001349687	chr1	-	16213109	16217872	16214661	16217045	3	16213109,16216170,16216846,	16214841,16216289,16217872,	0	HSPB7	cmpl	cmpl	0,1,0,
708	NM_001349686	chr1	-	16213109	16217872	16214661	16217045	3	16213109,16216155,16216846,	16214799,16216289,16217872,	0	HSPB7	cmpl	cmpl	0,1,0,
708	NM_001349685	chr1	-	16213109	16217872	16214661	16217045	3	16213109,16216155,16216842,	16214841,16216267,16217872,	0	HSPB7	cmpl	cmpl	0,2,0,
708	NM_001349683	chr1	-	16213109	16217872	16214661	16217045	3	16213109,16216155,16216846,	16214841,16216301,16217872,	0	HSPB7	cmpl	cmpl	0,1,0,
708	NM_001349682	chr1	-	16213109	16218676	16214661	16218551	4	16213109,16216155,16216846,16218215,	16214841,16216289,16216934,16218676,	0	HSPB7	cmpl	cmpl	0,1,0,0,
708	NM_001257139	chr1	+	16221072	16233132	16221701	16232740	19	16221072,16221694,16222881,16225189,16225617,16225778,16226391,16226902,16227099,16227842,16228207,16228812,16229046,16229542,16230791,16231284,16231524,16232251,16232692,	16221145,16221801,16223010,16225329,16225695,16225857,16226517,16226987,16227201,16227927,16228381,16228882,16229157,16229756,16230925,16231373,16231608,16232338,16233132,	0	CLCNKA	cmpl	cmpl	-1,0,1,1,0,0,1,1,2,2,0,0,1,1,2,1,0,0,0,
708	NM_001324138	chr1	-	16140950	16175214	16141050	16147577	15	16140950,16141412,16141610,16142145,16142480,16142680,16142889,16143381,16143778,16144018,16144796,16145235,16147372,16172120,16175064,	16141334,16141502,16141820,16142276,16142601,16142797,16142977,16143682,16143921,16144284,16144922,16145376,16147579,16172207,16175214,	0	ZBTB17	cmpl	cmpl	1,1,1,2,1,1,0,2,0,1,1,1,0,-1,-1,
708	NM_001324137	chr1	-	16140950	16175214	16141050	16146182	15	16140950,16141412,16141610,16142145,16142480,16142680,16142889,16143381,16143778,16144018,16144796,16145235,16146016,16172120,16175064,	16141334,16141502,16141820,16142276,16142601,16142797,16142977,16143682,16143921,16144284,16144922,16145376,16146205,16172207,16175214,	0	ZBTB17	cmpl	cmpl	1,1,1,2,1,1,0,2,0,1,1,1,0,-1,-1,
709	NM_182623	chr1	-	16256850	16272714	16257518	16272524	7	16256850,16258575,16258950,16261180,16261580,16262602,16272502,	16257799,16258686,16259133,16261274,16261616,16262718,16272714,	0	FAM131C	cmpl	cmpl	1,1,1,0,0,1,0,
709	NM_001329090	chr1	-	16323418	16355191	16324296	16348120	16	16323418,16328515,16329307,16330802,16331145,16331459,16332261,16332562,16332941,16333549,16334117,16334736,16336934,16337356,16347459,16354929,	16324402,16328671,16329501,16330952,16331355,16331521,16332450,16332688,16332997,16333649,16334271,16334852,16337267,16337512,16348129,16355191,	0	EPHA2	cmpl	cmpl	2,2,0,0,0,1,1,1,2,1,0,1,1,1,0,-1,
709	NM_004431	chr1	-	16323418	16355191	16324296	16355014	17	16323418,16328515,16329307,16330802,16331145,16331459,16332261,16332562,16332941,16333549,16334117,16334736,16336934,16337356,16347459,16349977,16354929,	16324402,16328671,16329501,16330952,16331355,16331521,16332450,16332688,16332997,16333649,16334271,16334852,16337267,16337512,16348129,16350045,16355191,	0	EPHA2	cmpl	cmpl	2,2,0,0,0,1,1,1,2,1,0,1,1,1,0,1,0,
710	NM_030907	chr1	-	16430768	16436246	16431129	16435824	5	16430768,16431591,16431974,16432693,16435712,	16431379,16431728,16432099,16432846,16436246,	0	RSG1	cmpl	cmpl	2,0,1,1,0,
710	NM_153213	chr1	-	16396935	16411753	16397668	16408136	16	16396935,16398231,16400863,16401497,16403840,16404168,16404432,16404619,16405012,16405261,16406029,16406603,16406756,16407025,16407724,16411583,	16397826,16398336,16400943,16401656,16404001,16404258,16404507,16404749,16405165,16405422,16406292,16406680,16406859,16407307,16408165,16411753,	0	ARHGEF19	cmpl	cmpl	1,1,2,2,0,0,0,2,2,0,1,2,1,1,0,-1,
711	NR_148413	chr1	-	16594762	16636506	16636506	16636506	16	16594762,16595639,16598425,16599563,16599801,16602808,16603049,16604048,16608199,16608682,16609859,16620992,16624605,16626945,16630324,16636209,	16595394,16595828,16598603,16599717,16599974,16602926,16603121,16604186,16608285,16609125,16609997,16621276,16624813,16627097,16630504,16636506,	0	SPATA21	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
711	NM_001353349	chr1	-	16597724	16636506	16597846	16609934	11	16597724,16598425,16599801,16602808,16603049,16604048,16608199,16608682,16609859,16624605,16636209,	16597904,16598603,16599974,16602926,16603121,16604186,16608285,16609125,16609997,16624813,16636506,	0	SPATA21	cmpl	cmpl	2,1,2,1,1,1,2,0,0,-1,-1,
711	NR_073502	chr1	+	16566111	16597230	16597230	16597230	3	16566111,16592309,16594119,	16566390,16592564,16597230,	0	SZRD1	unk	unk	-1,-1,-1,
711	NM_001114600	chr1	+	16566111	16597230	16566339	16594222	4	16566111,16590456,16592309,16594119,	16566390,16590506,16592564,16597230,	0	SZRD1	cmpl	cmpl	0,0,2,2,
711	NM_198546	chr1	-	16597724	16636506	16597846	16630453	13	16597724,16598425,16599801,16602808,16603049,16604048,16608199,16608682,16620590,16620992,16630419,16631871,16636209,	16597904,16598603,16599974,16602926,16603121,16604186,16608285,16609125,16620639,16621053,16630504,16632006,16636506,	0	SPATA21	cmpl	cmpl	2,1,2,1,1,1,2,0,2,1,0,-1,-1,
711	NR_073501	chr1	+	16566111	16597230	16597230	16597230	5	16566111,16586136,16590456,16592309,16594119,	16566390,16586207,16590506,16592564,16597230,	0	SZRD1	unk	unk	-1,-1,-1,-1,-1,
711	NR_073503	chr1	+	16566111	16597230	16597230	16597230	3	16566111,16592312,16594119,	16566390,16592564,16597230,	0	SZRD1	unk	unk	-1,-1,-1,
711	NR_073500	chr1	+	16566111	16597230	16597230	16597230	2	16566111,16594119,	16566390,16597230,	0	SZRD1	unk	unk	-1,-1,
711	NM_001271869	chr1	+	16566111	16597230	16566339	16594222	4	16566111,16590456,16592312,16594119,	16566390,16590506,16592564,16597230,	0	SZRD1	cmpl	cmpl	0,0,2,2,
712	NR_037446	chr1	+	16747995	16748069	16748069	16748069	1	16747995,	16748069,	0	MIR3675	unk	unk	-1,
712	NR_135764	chr1	-	16732972	16734734	16734734	16734734	2	16732972,16733507,	16733291,16734734,	0	LINC01783	unk	unk	-1,-1,
712	NR_135765	chr1	-	16732923	16736070	16736070	16736070	2	16732923,16733871,	16733291,16736070,	0	LOC440570	unk	unk	-1,-1,
712	NM_001310155	chr1	+	16737805	16739117	16738147	16738657	1	16737805,	16739117,	0	FAM231BP	cmpl	cmpl	0,
712	NR_023386	chr1	-	16666517	16691783	16691783	16691783	15	16666517,16674906,16675480,16676011,16677336,16682368,16683314,16683904,16684650,16685507,16689699,16689946,16690091,16690267,16691062,	16669209,16675144,16675586,16676156,16677519,16682568,16683546,16683988,16684747,16685743,16689865,16690008,16690166,16690398,16691783,	0	CROCCP3	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
712	NR_147210	chr1	+	16660029	16667563	16667563	16667563	2	16660029,16666658,	16662369,16667563,	0	LINC01772	unk	unk	-1,-1,
712	NR_147211	chr1	+	16660888	16667563	16667563	16667563	2	16660888,16666658,	16661672,16667563,	0	LINC01772	unk	unk	-1,-1,
713	NR_026752	chr1	-	16817337	16829988	16829988	16829988	7	16817337,16818926,16824856,16825434,16826226,16827549,16829971,	16818185,16819120,16825087,16825581,16826371,16827732,16829988,	0	CROCCP2	unk	unk	-1,-1,-1,-1,-1,-1,-1,
713	NM_001282321	chr1	+	16872084	16872594	16872084	16872594	1	16872084,	16872594,	0	FAM231AP	cmpl	cmpl	0,
713	NM_001310138	chr1	+	16872084	16872739	16872084	16872594	1	16872084,	16872739,	0	FAM231C	cmpl	cmpl	0,
713	NR_027504	chr1	+	16844655	16849502	16849502	16849502	14	16844655,16845450,16845678,16846061,16846279,16846544,16846865,16847837,16847962,16848255,16848460,16848688,16848891,16849155,	16844760,16845597,16845791,16846198,16846396,16846663,16847746,16847874,16848123,16848333,16848607,16848795,16849031,16849502,	0	MST1P2	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
713	NR_037446	chr1	+	16880336	16880410	16880410	16880410	1	16880336,	16880410,	0	MIR3675	unk	unk	-1,
713	NM_001354554	chr1	+	16872084	16872594	16872084	16872594	1	16872084,	16872594,	0	FAM231A	cmpl	cmpl	0,
714	NM_001271733	chr1	-	16953715	16963562	16956313	16963562	15	16953715,16956599,16956835,16957023,16957547,16957884,16958147,16958350,16958557,16958970,16959233,16959435,16959832,16960036,16963495,	16956475,16956739,16956942,16957170,16957668,16958117,16958250,16958481,16958768,16959089,16959354,16959572,16959955,16960184,16963562,	0	MST1L	cmpl	cmpl	0,1,2,2,1,2,1,2,1,2,1,2,2,1,0,
714	NM_001310138	chr1	-	16932888	16933543	16933033	16933543	1	16932888,	16933543,	0	FAM231C	cmpl	cmpl	0,
714	NM_001282321	chr1	-	16933033	16933543	16933033	16933543	1	16933033,	16933543,	0	FAM231AP	cmpl	cmpl	0,
714	NM_001354554	chr1	-	16933033	16933543	16933033	16933543	1	16933033,	16933543,	0	FAM231A	cmpl	cmpl	0,
714	NR_135824	chr1	-	16956142	16959139	16959139	16959139	11	16956142,16956599,16956835,16957023,16957297,16957547,16957756,16957884,16958350,16958600,16958970,	16956475,16956739,16956942,16957170,16957375,16957668,16957793,16958250,16958481,16958768,16959139,	0	LOC102724562	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
715	NR_135059	chr1	-	17087619	17088748	17088748	17088748	2	17087619,17088629,	17087864,17088748,	0	LOC105376805	unk	unk	-1,-1,
715	NR_135058	chr1	-	17087619	17088748	17088748	17088748	2	17087619,17088629,	17087867,17088748,	0	LOC105376805	unk	unk	-1,-1,
715	NR_135765	chr1	+	17070026	17073174	17073174	17073174	2	17070026,17072804,	17072225,17073174,	0	LOC440570	unk	unk	-1,-1,
715	NR_135056	chr1	-	17087619	17088560	17088560	17088560	2	17087619,17088297,	17087867,17088560,	0	LOC105376805	unk	unk	-1,-1,
715	NR_037446	chr1	-	17058030	17058103	17058103	17058103	1	17058030,	17058103,	0	MIR3675	unk	unk	-1,
715	NR_135057	chr1	-	17087619	17088560	17088560	17088560	2	17087619,17088297,	17087864,17088560,	0	LOC105376805	unk	unk	-1,-1,
716	NM_002403	chr1	-	17173585	17179760	17174001	17177355	9	17173585,17174350,17174724,17175582,17175789,17175978,17176190,17177318,17179668,	17174105,17174424,17174812,17175627,17175876,17176005,17176280,17177396,17179760,	0	MFAP2	cmpl	cmpl	1,2,1,1,1,1,1,0,-1,
716	NM_003000	chr1	-	17217811	17253252	17217962	17253101	8	17217811,17221689,17223054,17226830,17227681,17232141,17243842,17253029,	17218040,17221812,17223156,17226947,17227818,17232227,17243970,17253252,	0	SDHB	cmpl	cmpl	0,0,0,0,1,2,0,0,
716	NM_022089	chr1	-	17185039	17211054	17185302	17210820	29	17185039,17185544,17185886,17186127,17187219,17187403,17188772,17188968,17189208,17190815,17191090,17191324,17191567,17192710,17195057,17195335,17195467,17196101,17199092,17199327,17199481,17201115,17201377,17203413,17203773,17204095,17204455,17204765,17210810,	17185440,17185714,17186038,17186351,17187316,17187556,17188852,17189085,17189369,17190940,17191211,17191484,17191663,17192917,17195246,17195382,17195578,17196257,17199224,17199394,17199616,17201185,17201455,17203493,17203903,17204154,17204638,17204860,17211054,	0	ATP13A2	cmpl	cmpl	0,1,2,0,2,2,0,0,1,2,1,0,0,0,0,1,1,1,1,0,0,2,2,0,2,0,0,1,0,
716	NM_001141974	chr1	-	17185039	17211054	17185066	17210820	27	17185039,17185886,17186127,17187219,17187403,17188772,17189208,17190815,17191090,17191324,17191567,17192710,17195057,17195335,17195467,17196101,17199092,17199327,17199481,17201115,17201377,17203413,17203788,17204095,17204455,17204765,17210810,	17185440,17186038,17186351,17187316,17187556,17188852,17189369,17190940,17191211,17191484,17191663,17192917,17195246,17195382,17195578,17196257,17199224,17199394,17199616,17201185,17201455,17203493,17203903,17204154,17204638,17204860,17211054,	0	ATP13A2	cmpl	cmpl	1,2,0,2,2,0,1,2,1,0,0,0,0,1,1,1,1,0,0,2,2,0,2,0,0,1,0,
716	NM_001141973	chr1	-	17185039	17211054	17185302	17210820	29	17185039,17185544,17185886,17186127,17187219,17187403,17188772,17188968,17189208,17190815,17191090,17191324,17191567,17192710,17195057,17195335,17195467,17196101,17199092,17199327,17199481,17201115,17201377,17203413,17203788,17204095,17204455,17204765,17210810,	17185440,17185714,17186038,17186351,17187316,17187556,17188852,17189085,17189369,17190940,17191211,17191484,17191663,17192917,17195246,17195382,17195578,17196257,17199224,17199394,17199616,17201185,17201455,17203493,17203903,17204154,17204638,17204860,17211054,	0	ATP13A2	cmpl	cmpl	0,1,2,0,2,2,0,0,1,2,1,0,0,0,0,1,1,1,1,0,0,2,2,0,2,0,0,1,0,
716	NM_001135247	chr1	-	17173585	17180668	17174001	17177355	9	17173585,17174350,17174724,17175582,17175789,17175978,17176190,17177318,17180595,	17174105,17174424,17174812,17175627,17175876,17176005,17176277,17177396,17180668,	0	MFAP2	cmpl	cmpl	1,2,1,1,1,1,1,0,-1,
716	NM_001135248	chr1	-	17173585	17179760	17174001	17177355	9	17173585,17174350,17174724,17175582,17175789,17175978,17176190,17177318,17179668,	17174105,17174424,17174812,17175627,17175876,17176005,17176277,17177396,17179760,	0	MFAP2	cmpl	cmpl	1,2,1,1,1,1,1,0,-1,
716	NM_017459	chr1	-	17173585	17180668	17174001	17177355	9	17173585,17174350,17174724,17175582,17175789,17175978,17176190,17177318,17180595,	17174105,17174424,17174812,17175627,17175876,17176005,17176280,17177396,17180668,	0	MFAP2	cmpl	cmpl	1,2,1,1,1,1,1,0,-1,
717	NR_148993	chr1	+	17388870	17395469	17395469	17395469	4	17388870,17392046,17394524,17395381,	17389012,17392247,17394683,17395469,	0	LOC400743	unk	unk	-1,-1,-1,-1,
718	NR_039768	chr1	+	17476970	17477057	17477057	17477057	1	17476970,	17477057,	0	MIR3972	unk	unk	-1,
718	NM_016233	chr1	+	17448179	17483314	17448219	17482161	16	17448179,17458659,17461214,17464740,17465800,17466918,17469314,17469960,17470148,17472421,17473716,17475600,17475855,17479431,17479752,17481927,	17448311,17458840,17461287,17464802,17465918,17467044,17469493,17470064,17470260,17472529,17473868,17475745,17475958,17479511,17479878,17483314,	0	PADI3	cmpl	cmpl	0,2,0,1,0,1,1,0,2,0,0,2,0,1,0,0,
718	NM_012387	chr1	+	17507276	17563082	17507304	17562837	16	17507276,17530050,17533024,17535240,17537119,17538769,17541024,17541380,17545109,17547022,17553614,17555064,17555438,17557919,17558361,17562603,	17507396,17530231,17533091,17535308,17537237,17538895,17541203,17541484,17545221,17547130,17553769,17555209,17555541,17557990,17558490,17563082,	0	PADI4	cmpl	cmpl	0,2,0,1,0,1,1,0,2,0,0,2,0,1,0,0,
719	NM_018715	chr1	-	17605837	17638837	17608172	17637597	13	17605837,17609056,17611204,17612155,17612619,17615562,17619796,17621285,17621787,17624623,17628188,17637312,17638627,	17608277,17609134,17611277,17612261,17612800,17615729,17619911,17621374,17621919,17624767,17628282,17637605,17638837,	0	RCC2	cmpl	cmpl	0,0,2,1,0,1,0,1,1,1,0,0,-1,
719	NM_207421	chr1	+	17571277	17600782	17571327	17600521	17	17571277,17572137,17574508,17579001,17580128,17581048,17587462,17587858,17591195,17591259,17593057,17593382,17594033,17594622,17596153,17597768,17600287,	17571443,17572315,17574581,17579069,17580246,17581174,17587641,17587962,17591258,17591308,17593165,17593537,17594190,17594746,17596224,17597930,17600782,	0	PADI6	cmpl	cmpl	0,2,0,1,0,1,1,0,2,2,0,0,2,0,1,0,0,
719	NM_001136204	chr1	-	17605837	17637646	17608172	17637597	12	17605837,17609056,17611204,17612155,17612619,17615562,17619796,17621285,17621787,17624623,17628188,17637312,	17608277,17609134,17611277,17612261,17612800,17615729,17619911,17621374,17621919,17624767,17628282,17637646,	0	RCC2	cmpl	cmpl	0,0,2,1,0,1,0,1,1,1,0,0,
724	NR_125946	chr1	+	18264737	18273492	18273492	18273492	3	18264737,18267272,18271300,	18264928,18267359,18273492,	0	LINC01654	unk	unk	-1,-1,-1,
727	NM_152375	chr1	+	18680010	18685067	18680062	18682396	1	18680010,	18685067,	0	KLHDC7A	cmpl	cmpl	0,
730	NM_003748	chr1	-	19070510	19101880	19071925	19101604	15	19070510,19073543,19074462,19075395,19076288,19076496,19078380,19080780,19082204,19082359,19084553,19085544,19088442,19089092,19101542,	19072038,19073662,19074584,19075548,19076336,19076693,19078454,19080968,19082279,19082509,19084709,19085592,19088535,19089186,19101880,	0	ALDH4A1	cmpl	cmpl	1,2,0,0,0,1,2,0,0,0,0,0,0,2,0,
730	NM_001161504	chr1	-	19070510	19089972	19071925	19088511	15	19070510,19073543,19074462,19075395,19076288,19076496,19078380,19080780,19082204,19082359,19084553,19085544,19088442,19089092,19089774,	19072038,19073662,19074584,19075548,19076336,19076693,19078454,19080968,19082279,19082509,19084709,19085592,19088535,19089186,19089972,	0	ALDH4A1	cmpl	cmpl	1,2,0,0,0,1,2,0,0,0,0,0,0,-1,-1,
730	NR_031622	chr1	-	19096151	19096229	19096229	19096229	1	19096151,	19096229,	0	MIR1290	unk	unk	-1,
730	NM_152232	chr1	-	19038679	19058742	19038679	19058741	6	19038679,19040809,19048421,19053293,19056411,19058559,	19039608,19040933,19048631,19054067,19056712,19058742,	0	TAS1R2	cmpl	cmpl	1,0,0,0,2,0,
730	NR_039844	chr1	-	19082282	19082356	19082356	19082356	1	19082282,	19082356,	0	MIR4695	unk	unk	-1,
